ID,Musician Type,Song,Start,End,Label
903232755,Instrumentalist,Forest,6.129832016941392,9.302921531593407,rhythmic
903232755,Instrumentalist,Forest,0,2.3077014652014647,melodic
903232755,Instrumentalist,Forest,10.240425251831502,11.82697000915751,melodic
903232755,Instrumentalist,Forest,14.71159684065934,18.750074404761907,melodic
903232755,Instrumentalist,Forest,20.480850503663003,23.726055689102562,melodic
903232755,Instrumentalist,Forest,24.8799064217033,27.476070570054944,melodic
903232755,Instrumentalist,Forest,31.730895146520147,35.192447344322346,rhythmic
903232755,Instrumentalist,Forest,37.067454784798535,38.36553685897436,rhythmic
903232755,Instrumentalist,Forest,39.51938759157509,40.529006982600734,melodic
903232755,Instrumentalist,Forest,41.53862637362637,42.8367084478022,rhythmic
903232755,Instrumentalist,Forest,43.6299808264652,45.14440991300366,rhythmic
903232755,Instrumentalist,Forest,45.93768229166667,46.80307034111721,melodic
903232755,Instrumentalist,Forest,49.11077180631868,49.687697172619046,rhythmic
903232755,Instrumentalist,Forest,47.30788003663004,48.10115241529304,rhythmic
903232755,Instrumentalist,Forest,54.15886876144688,59.35119705815019,rhythmic
903232755,Instrumentalist,Forest,50.408853880494505,53.79829040750916,rhythmic
903232755,Instrumentalist,Forest,62.956980597527476,65.9858387706044,rhythmic
903232755,Instrumentalist,Forest,69.88008499313186,73.19740584935897,melodic
903232755,Instrumentalist,Forest,75.57722298534799,78.46184981684982,rhythmic
903232755,Instrumentalist,Forest,80.55320426968865,82.42821171016483,rhythmic
903232755,Instrumentalist,Forest,83.1493684180403,86.03399524954213,rhythmic
903232755,Instrumentalist,Forest,88.77439073946887,90.36093549679488,rhythmic
903232755,Instrumentalist,Forest,91.94748025412089,94.25518171932234,rhythmic
903232755,Instrumentalist,Forest,100.60136074862638,103.48598758012821,rhythmic
903232755,Instrumentalist,Forest,103.7744502632784,107.09177111950548,rhythmic
903232755,Instrumentalist,Forest,107.38023380265567,110.48120764652015,rhythmic
903232755,Instrumentalist,Forest,111.3465956959707,113.65429716117215,rhythmic
903232755,Instrumentalist,Forest,114.37545386904762,116.82738667582417,rhythmic
903232755,Instrumentalist,Forest,117.54854338369964,119.35143515338828,rhythmic
903232755,Instrumentalist,Forest,2.956742502289377,5.552906650641026,rhythmic
903232755,Instrumentalist,Forest,12.836589400183149,14.351018486721612,rhythmic
903232755,Instrumentalist,Forest,28.052995936355313,31.009738438644693,rhythmic
903232755,Instrumentalist,Harsh,0,7.572145432692308,melodic
903232755,Instrumentalist,Harsh,7.932723786630037,14.062555803571426,rhythmic
903232755,Instrumentalist,Harsh,14.567365499084248,16.875066964285715,melodic
903232755,Instrumentalist,Harsh,17.451992330586084,19.97604080815018,melodic
